EA_parameter,LA_parameter
IMPC_XRY_012_001,JAXLA_XRY_012_001
IMPC_XRY_012_001,RBRCLA_XRY_012_001
IMPC_XRY_012_001,TCPLA_XRY_012_001
IMPC_XRY_012_001,UCDLA_XRY_012_001
IMPC_XRY_013_001,HMGULA_XRY_013_001
IMPC_XRY_013_001,HRWLLA_XRY_013_001
IMPC_XRY_013_001,JAXLA_XRY_013_001
IMPC_XRY_013_001,RBRCLA_XRY_013_001
IMPC_XRY_013_001,TCPLA_XRY_013_001
IMPC_XRY_013_001,UCDLA_XRY_013_001
IMPC_XRY_014_001,HMGULA_XRY_014_001
IMPC_XRY_014_001,HRWLLA_XRY_014_001
IMPC_XRY_014_001,JAXLA_XRY_014_001
IMPC_XRY_014_001,RBRCLA_XRY_014_001
IMPC_XRY_014_001,TCPLA_XRY_014_001
IMPC_XRY_014_001,UCDLA_XRY_014_001
IMPC_XRY_015_001,HMGULA_XRY_015_001
IMPC_XRY_015_001,HRWLLA_XRY_015_001
IMPC_XRY_015_001,JAXLA_XRY_015_001
IMPC_XRY_015_001,RBRCLA_XRY_015_001
IMPC_XRY_015_001,TCPLA_XRY_015_001
IMPC_XRY_015_001,UCDLA_XRY_015_001
IMPC_XRY_016_001,HMGULA_XRY_016_001
IMPC_XRY_016_001,HRWLLA_XRY_016_001
IMPC_XRY_016_001,JAXLA_XRY_016_001
IMPC_XRY_016_001,RBRCLA_XRY_016_001
IMPC_XRY_016_001,TCPLA_XRY_016_001
IMPC_XRY_016_001,UCDLA_XRY_016_001
IMPC_XRY_017_001,HMGULA_XRY_017_001
IMPC_XRY_017_001,HRWLLA_XRY_017_001
IMPC_XRY_017_001,JAXLA_XRY_017_001
IMPC_XRY_017_001,RBRCLA_XRY_017_001
IMPC_XRY_017_001,TCPLA_XRY_017_001
IMPC_XRY_017_001,UCDLA_XRY_017_001
IMPC_XRY_018_001,HMGULA_XRY_018_001
IMPC_XRY_018_001,HRWLLA_XRY_018_001
IMPC_XRY_018_001,JAXLA_XRY_018_001
IMPC_XRY_018_001,RBRCLA_XRY_018_001
IMPC_XRY_018_001,TCPLA_XRY_018_001
IMPC_XRY_018_001,UCDLA_XRY_018_001
IMPC_XRY_019_001,HMGULA_XRY_019_001
IMPC_XRY_019_001,HRWLLA_XRY_019_001
IMPC_XRY_019_001,JAXLA_XRY_019_001
IMPC_XRY_019_001,RBRCLA_XRY_019_001
IMPC_XRY_019_001,TCPLA_XRY_019_001
IMPC_XRY_019_001,UCDLA_XRY_019_001
IMPC_XRY_020_001,HMGULA_XRY_020_001
IMPC_XRY_020_001,HRWLLA_XRY_020_001
IMPC_XRY_020_001,JAXLA_XRY_020_001
IMPC_XRY_020_001,RBRCLA_XRY_020_001
IMPC_XRY_020_001,TCPLA_XRY_020_001
IMPC_XRY_020_001,UCDLA_XRY_020_001
IMPC_XRY_021_001,HMGULA_XRY_021_001
IMPC_XRY_021_001,HRWLLA_XRY_021_001
IMPC_XRY_021_001,JAXLA_XRY_021_001
IMPC_XRY_021_001,RBRCLA_XRY_021_001
IMPC_XRY_021_001,TCPLA_XRY_021_001
IMPC_XRY_021_001,UCDLA_XRY_021_001
IMPC_XRY_022_001,HMGULA_XRY_022_001
IMPC_XRY_022_001,HRWLLA_XRY_022_001
IMPC_XRY_022_001,JAXLA_XRY_022_001
IMPC_XRY_022_001,RBRCLA_XRY_022_001
IMPC_XRY_022_001,TCPLA_XRY_022_001
IMPC_XRY_022_001,UCDLA_XRY_022_001
IMPC_XRY_023_001,HMGULA_XRY_023_001
IMPC_XRY_023_001,HRWLLA_XRY_023_001
IMPC_XRY_023_001,JAXLA_XRY_023_001
IMPC_XRY_023_001,RBRCLA_XRY_023_001
IMPC_XRY_023_001,TCPLA_XRY_023_001
IMPC_XRY_023_001,UCDLA_XRY_023_001
IMPC_XRY_024_001,HMGULA_XRY_024_001
IMPC_XRY_024_001,HRWLLA_XRY_024_001
IMPC_XRY_024_001,JAXLA_XRY_024_001
IMPC_XRY_024_001,RBRCLA_XRY_024_001
IMPC_XRY_024_001,TCPLA_XRY_024_001
IMPC_XRY_024_001,UCDLA_XRY_024_001
IMPC_XRY_025_001,HMGULA_XRY_025_001
IMPC_XRY_025_001,HRWLLA_XRY_025_001
IMPC_XRY_025_001,JAXLA_XRY_025_001
IMPC_XRY_025_001,RBRCLA_XRY_025_001
IMPC_XRY_025_001,TCPLA_XRY_025_001
IMPC_XRY_025_001,UCDLA_XRY_025_001
IMPC_XRY_026_001,HMGULA_XRY_026_001
IMPC_XRY_026_001,HRWLLA_XRY_026_001
IMPC_XRY_026_001,JAXLA_XRY_026_001
IMPC_XRY_026_001,RBRCLA_XRY_026_001
IMPC_XRY_026_001,TCPLA_XRY_026_001
IMPC_XRY_026_001,UCDLA_XRY_026_001
IMPC_XRY_027_001,HMGULA_XRY_027_001
IMPC_XRY_027_001,HRWLLA_XRY_027_001
IMPC_XRY_027_001,JAXLA_XRY_027_001
IMPC_XRY_027_001,RBRCLA_XRY_027_001
IMPC_XRY_027_001,TCPLA_XRY_027_001
IMPC_XRY_027_001,UCDLA_XRY_027_001
IMPC_XRY_028_001,HMGULA_XRY_028_001
IMPC_XRY_028_001,HRWLLA_XRY_028_001
IMPC_XRY_028_001,JAXLA_XRY_028_001
IMPC_XRY_028_001,RBRCLA_XRY_028_001
IMPC_XRY_028_001,TCPLA_XRY_028_001
IMPC_XRY_028_001,UCDLA_XRY_028_001
IMPC_XRY_029_001,HMGULA_XRY_029_001
IMPC_XRY_029_001,HRWLLA_XRY_029_001
IMPC_XRY_029_001,JAXLA_XRY_029_001
IMPC_XRY_029_001,RBRCLA_XRY_029_001
IMPC_XRY_029_001,TCPLA_XRY_029_001
IMPC_XRY_029_001,UCDLA_XRY_029_001
IMPC_XRY_030_001,HMGULA_XRY_030_001
IMPC_XRY_030_001,HRWLLA_XRY_030_001
IMPC_XRY_030_001,JAXLA_XRY_030_001
IMPC_XRY_030_001,RBRCLA_XRY_030_001
IMPC_XRY_030_001,TCPLA_XRY_030_001
IMPC_XRY_030_001,UCDLA_XRY_030_001
IMPC_XRY_031_001,HMGULA_XRY_031_001
IMPC_XRY_031_001,HRWLLA_XRY_031_001
IMPC_XRY_031_001,JAXLA_XRY_031_001
IMPC_XRY_031_001,RBRCLA_XRY_031_001
IMPC_XRY_031_001,TCPLA_XRY_031_001
IMPC_XRY_031_001,UCDLA_XRY_031_001
IMPC_XRY_032_001,HMGULA_XRY_032_001
IMPC_XRY_032_001,HRWLLA_XRY_032_001
IMPC_XRY_032_001,JAXLA_XRY_032_001
IMPC_XRY_032_001,RBRCLA_XRY_032_001
IMPC_XRY_032_001,TCPLA_XRY_032_001
IMPC_XRY_032_001,UCDLA_XRY_032_001
IMPC_XRY_033_001,HMGULA_XRY_033_001
IMPC_XRY_033_001,HRWLLA_XRY_033_001
IMPC_XRY_033_001,JAXLA_XRY_033_001
IMPC_XRY_033_001,RBRCLA_XRY_033_001
IMPC_XRY_033_001,TCPLA_XRY_033_001
IMPC_XRY_033_001,UCDLA_XRY_033_001
IMPC_XRY_034_001,HMGULA_XRY_034_001
IMPC_XRY_034_001,HRWLLA_XRY_034_001
IMPC_XRY_034_001,JAXLA_XRY_034_001
IMPC_XRY_034_001,RBRCLA_XRY_034_001
IMPC_XRY_034_001,TCPLA_XRY_034_001
IMPC_XRY_034_001,UCDLA_XRY_034_001
IMPC_XRY_035_001,HMGULA_XRY_035_001
IMPC_XRY_035_001,HRWLLA_XRY_035_001
IMPC_XRY_035_001,JAXLA_XRY_035_001
IMPC_XRY_035_001,RBRCLA_XRY_035_001
IMPC_XRY_035_001,TCPLA_XRY_035_001
IMPC_XRY_035_001,UCDLA_XRY_035_001
IMPC_XRY_036_001,HMGULA_XRY_036_001
IMPC_XRY_036_001,HRWLLA_XRY_036_001
IMPC_XRY_036_001,JAXLA_XRY_036_001
IMPC_XRY_036_001,RBRCLA_XRY_036_001
IMPC_XRY_036_001,TCPLA_XRY_036_001
IMPC_XRY_036_001,UCDLA_XRY_036_001
IMPC_XRY_037_001,HMGULA_XRY_037_001
IMPC_XRY_037_001,HRWLLA_XRY_037_001
IMPC_XRY_037_001,JAXLA_XRY_037_001
IMPC_XRY_037_001,RBRCLA_XRY_037_001
IMPC_XRY_037_001,TCPLA_XRY_037_001
IMPC_XRY_037_001,UCDLA_XRY_037_001
IMPC_XRY_038_001,HMGULA_XRY_038_001
IMPC_XRY_038_001,HRWLLA_XRY_038_001
IMPC_XRY_038_001,JAXLA_XRY_038_001
IMPC_XRY_038_001,RBRCLA_XRY_038_001
IMPC_XRY_038_001,TCPLA_XRY_038_001
IMPC_XRY_038_001,UCDLA_XRY_038_001
IMPC_XRY_039_001,HMGULA_XRY_039_001
IMPC_XRY_039_001,HRWLLA_XRY_039_001
IMPC_XRY_039_001,JAXLA_XRY_039_001
IMPC_XRY_039_001,RBRCLA_XRY_039_001
IMPC_XRY_039_001,TCPLA_XRY_039_001
IMPC_XRY_039_001,UCDLA_XRY_039_001
IMPC_XRY_040_001,HMGULA_XRY_040_001
IMPC_XRY_040_001,HRWLLA_XRY_040_001
IMPC_XRY_040_001,JAXLA_XRY_040_001
IMPC_XRY_040_001,RBRCLA_XRY_040_001
IMPC_XRY_040_001,TCPLA_XRY_040_001
IMPC_XRY_040_001,UCDLA_XRY_040_001
IMPC_XRY_041_001,HMGULA_XRY_041_001
IMPC_XRY_041_001,HRWLLA_XRY_041_001
IMPC_XRY_041_001,JAXLA_XRY_041_001
IMPC_XRY_041_001,RBRCLA_XRY_041_001
IMPC_XRY_041_001,TCPLA_XRY_041_001
IMPC_XRY_041_001,UCDLA_XRY_041_001
IMPC_XRY_042_001,HMGULA_XRY_042_001
IMPC_XRY_042_001,HRWLLA_XRY_042_001
IMPC_XRY_042_001,JAXLA_XRY_042_001
IMPC_XRY_042_001,RBRCLA_XRY_042_001
IMPC_XRY_042_001,TCPLA_XRY_042_001
IMPC_XRY_042_001,UCDLA_XRY_042_001
IMPC_XRY_043_001,HMGULA_XRY_043_001
IMPC_XRY_043_001,HRWLLA_XRY_043_001
IMPC_XRY_043_001,JAXLA_XRY_043_001
IMPC_XRY_043_001,RBRCLA_XRY_043_001
IMPC_XRY_043_001,TCPLA_XRY_043_001
IMPC_XRY_043_001,UCDLA_XRY_043_001
IMPC_XRY_044_001,HMGULA_XRY_044_001
IMPC_XRY_044_001,HRWLLA_XRY_044_001
IMPC_XRY_044_001,JAXLA_XRY_044_001
IMPC_XRY_044_001,RBRCLA_XRY_044_001
IMPC_XRY_044_001,TCPLA_XRY_044_001
IMPC_XRY_044_001,UCDLA_XRY_044_001
IMPC_XRY_045_001,HMGULA_XRY_045_001
IMPC_XRY_045_001,HRWLLA_XRY_045_001
IMPC_XRY_045_001,JAXLA_XRY_045_001
IMPC_XRY_045_001,RBRCLA_XRY_045_001
IMPC_XRY_045_001,TCPLA_XRY_045_001
IMPC_XRY_045_001,UCDLA_XRY_045_001
IMPC_XRY_046_001,HMGULA_XRY_046_001
IMPC_XRY_046_001,HRWLLA_XRY_046_001
IMPC_XRY_046_001,JAXLA_XRY_046_001
IMPC_XRY_046_001,RBRCLA_XRY_046_001
IMPC_XRY_046_001,TCPLA_XRY_046_001
IMPC_XRY_046_001,UCDLA_XRY_046_001
IMPC_XRY_047_001,HMGULA_XRY_047_001
IMPC_XRY_047_001,HRWLLA_XRY_047_001
IMPC_XRY_047_001,JAXLA_XRY_047_001
IMPC_XRY_047_001,RBRCLA_XRY_047_001
IMPC_XRY_047_001,TCPLA_XRY_047_001
IMPC_XRY_047_001,UCDLA_XRY_047_001
IMPC_XRY_048_001,HMGULA_XRY_048_001
IMPC_XRY_048_001,HRWLLA_XRY_048_001
IMPC_XRY_048_001,JAXLA_XRY_048_001
IMPC_XRY_048_001,RBRCLA_XRY_048_001
IMPC_XRY_048_001,TCPLA_XRY_048_001
IMPC_XRY_048_001,UCDLA_XRY_048_001
IMPC_XRY_049_001,HMGULA_XRY_049_001
IMPC_XRY_049_001,HRWLLA_XRY_049_001
IMPC_XRY_049_001,JAXLA_XRY_049_001
IMPC_XRY_049_001,RBRCLA_XRY_049_001
IMPC_XRY_049_001,TCPLA_XRY_049_001
IMPC_XRY_049_001,UCDLA_XRY_049_001
IMPC_XRY_050_001,HMGULA_XRY_050_001
IMPC_XRY_050_001,HRWLLA_XRY_050_001
IMPC_XRY_050_001,JAXLA_XRY_050_001
IMPC_XRY_050_001,RBRCLA_XRY_050_001
IMPC_XRY_050_001,TCPLA_XRY_050_001
IMPC_XRY_050_001,UCDLA_XRY_050_001
IMPC_XRY_051_001,HMGULA_XRY_051_001
IMPC_XRY_051_001,HRWLLA_XRY_051_001
IMPC_XRY_051_001,JAXLA_XRY_051_001
IMPC_XRY_051_001,RBRCLA_XRY_051_001
IMPC_XRY_051_001,TCPLA_XRY_051_001
IMPC_XRY_051_001,UCDLA_XRY_051_001
IMPC_XRY_052_001,HMGULA_XRY_052_001
IMPC_XRY_052_001,HRWLLA_XRY_052_001
IMPC_XRY_052_001,JAXLA_XRY_052_001
IMPC_XRY_052_001,RBRCLA_XRY_052_001
IMPC_XRY_052_001,TCPLA_XRY_052_001
IMPC_XRY_052_001,UCDLA_XRY_052_001
IMPC_XRY_053_001,HMGULA_XRY_053_001
IMPC_XRY_053_001,HRWLLA_XRY_053_001
IMPC_XRY_053_001,JAXLA_XRY_053_001
IMPC_XRY_053_001,RBRCLA_XRY_053_001
IMPC_XRY_053_001,TCPLA_XRY_053_001
IMPC_XRY_053_001,UCDLA_XRY_053_001
IMPC_XRY_054_001,HMGULA_XRY_054_001
IMPC_XRY_054_001,HRWLLA_XRY_054_001
IMPC_XRY_054_001,JAXLA_XRY_054_001
IMPC_XRY_054_001,RBRCLA_XRY_054_001
IMPC_XRY_054_001,TCPLA_XRY_054_001
IMPC_XRY_054_001,UCDLA_XRY_054_001
IMPC_XRY_055_001,HMGULA_XRY_055_001
IMPC_XRY_055_001,HRWLLA_XRY_055_001
IMPC_XRY_055_001,JAXLA_XRY_055_001
IMPC_XRY_055_001,RBRCLA_XRY_055_001
IMPC_XRY_055_001,TCPLA_XRY_055_001
IMPC_XRY_055_001,UCDLA_XRY_055_001
IMPC_XRY_056_001,HMGULA_XRY_056_001
IMPC_XRY_056_001,HRWLLA_XRY_056_001
IMPC_XRY_056_001,JAXLA_XRY_056_001
IMPC_XRY_056_001,RBRCLA_XRY_056_001
IMPC_XRY_056_001,TCPLA_XRY_056_001
IMPC_XRY_056_001,UCDLA_XRY_056_001
IMPC_XRY_057_001,HMGULA_XRY_057_001
IMPC_XRY_057_001,HRWLLA_XRY_057_001
IMPC_XRY_057_001,JAXLA_XRY_057_001
IMPC_XRY_057_001,RBRCLA_XRY_057_001
IMPC_XRY_057_001,TCPLA_XRY_057_001
IMPC_XRY_057_001,UCDLA_XRY_057_001
IMPC_XRY_058_001,HMGULA_XRY_058_001
IMPC_XRY_058_001,HRWLLA_XRY_058_001
IMPC_XRY_058_001,JAXLA_XRY_058_001
IMPC_XRY_058_001,RBRCLA_XRY_058_001
IMPC_XRY_058_001,TCPLA_XRY_058_001
IMPC_XRY_058_001,UCDLA_XRY_058_001
IMPC_XRY_059_001,HMGULA_XRY_059_001
IMPC_XRY_059_001,HRWLLA_XRY_059_001
IMPC_XRY_059_001,JAXLA_XRY_059_001
IMPC_XRY_059_001,RBRCLA_XRY_059_001
IMPC_XRY_059_001,TCPLA_XRY_059_001
IMPC_XRY_059_001,UCDLA_XRY_059_001
IMPC_XRY_060_001,HMGULA_XRY_060_001
IMPC_XRY_060_001,HRWLLA_XRY_060_001
IMPC_XRY_060_001,JAXLA_XRY_060_001
IMPC_XRY_060_001,RBRCLA_XRY_060_001
IMPC_XRY_060_001,TCPLA_XRY_060_001
IMPC_XRY_060_001,UCDLA_XRY_060_001
IMPC_XRY_061_001,HMGULA_XRY_061_001
IMPC_XRY_061_001,HRWLLA_XRY_061_001
IMPC_XRY_061_001,JAXLA_XRY_061_001
IMPC_XRY_061_001,RBRCLA_XRY_061_001
IMPC_XRY_061_001,TCPLA_XRY_061_001
IMPC_XRY_061_001,UCDLA_XRY_061_001
IMPC_XRY_062_001,HMGULA_XRY_062_001
IMPC_XRY_062_001,HRWLLA_XRY_062_001
IMPC_XRY_062_001,JAXLA_XRY_062_001
IMPC_XRY_062_001,RBRCLA_XRY_062_001
IMPC_XRY_062_001,TCPLA_XRY_062_001
IMPC_XRY_062_001,UCDLA_XRY_062_001
IMPC_XRY_063_001,HMGULA_XRY_063_001
IMPC_XRY_063_001,HRWLLA_XRY_063_001
IMPC_XRY_063_001,JAXLA_XRY_063_001
IMPC_XRY_063_001,RBRCLA_XRY_063_001
IMPC_XRY_063_001,TCPLA_XRY_063_001
IMPC_XRY_063_001,UCDLA_XRY_063_001
IMPC_XRY_064_001,HMGULA_XRY_064_001
IMPC_XRY_064_001,HRWLLA_XRY_064_001
IMPC_XRY_064_001,JAXLA_XRY_064_001
IMPC_XRY_064_001,RBRCLA_XRY_064_001
IMPC_XRY_064_001,TCPLA_XRY_064_001
IMPC_XRY_064_001,UCDLA_XRY_064_001
IMPC_XRY_065_001,HMGULA_XRY_065_001
IMPC_XRY_065_001,HRWLLA_XRY_065_001
IMPC_XRY_065_001,JAXLA_XRY_065_001
IMPC_XRY_065_001,RBRCLA_XRY_065_001
IMPC_XRY_065_001,TCPLA_XRY_065_001
IMPC_XRY_065_001,UCDLA_XRY_065_001
IMPC_XRY_066_001,HMGULA_XRY_066_001
IMPC_XRY_066_001,HRWLLA_XRY_066_001
IMPC_XRY_066_001,JAXLA_XRY_066_001
IMPC_XRY_066_001,RBRCLA_XRY_066_001
IMPC_XRY_066_001,TCPLA_XRY_066_001
IMPC_XRY_066_001,UCDLA_XRY_066_001
IMPC_XRY_067_001,HMGULA_XRY_067_001
IMPC_XRY_067_001,HRWLLA_XRY_067_001
IMPC_XRY_067_001,JAXLA_XRY_067_001
IMPC_XRY_067_001,RBRCLA_XRY_067_001
IMPC_XRY_067_001,TCPLA_XRY_067_001
IMPC_XRY_067_001,UCDLA_XRY_067_001
IMPC_XRY_068_001,HMGULA_XRY_068_001
IMPC_XRY_068_001,HRWLLA_XRY_068_001
IMPC_XRY_068_001,JAXLA_XRY_068_001
IMPC_XRY_068_001,RBRCLA_XRY_068_001
IMPC_XRY_068_001,TCPLA_XRY_068_001
IMPC_XRY_068_001,UCDLA_XRY_068_001
IMPC_YMZ_001_001,JAXLA_YMZ_001_001
IMPC_YMZ_002_001,JAXLA_YMZ_002_001
IMPC_YMZ_003_001,JAXLA_YMZ_003_001
IMPC_YMZ_004_001,JAXLA_YMZ_004_001
IMPC_YMZ_005_001,JAXLA_YMZ_005_001
IMPC_YMZ_006_001,JAXLA_YMZ_006_001
IMPC_YMZ_007_001,JAXLA_YMZ_007_001
IMPC_YMZ_008_001,JAXLA_YMZ_008_001
IMPC_YMZ_009_001,JAXLA_YMZ_009_001
IMPC_YMZ_010_001,JAXLA_YMZ_010_001
IMPC_YMZ_011_001,JAXLA_YMZ_011_001
IMPC_YMZ_012_001,JAXLA_YMZ_012_001
IMPC_YMZ_013_001,JAXLA_YMZ_013_001
IMPC_YMZ_014_001,JAXLA_YMZ_014_001
IMPC_YMZ_015_001,JAXLA_YMZ_015_001
IMPC_YMZ_016_001,JAXLA_YMZ_016_001
IMPC_YMZ_017_001,JAXLA_YMZ_017_001
IMPC_YMZ_018_001,JAXLA_YMZ_018_001
IMPC_YMZ_019_001,JAXLA_YMZ_019_001
IMPC_YMZ_020_001,JAXLA_YMZ_020_001
IMPC_YMZ_021_001,JAXLA_YMZ_021_001
IMPC_YMZ_022_001,JAXLA_YMZ_022_001
IMPC_YMZ_023_001,JAXLA_YMZ_023_001
IMPC_YMZ_024_001,JAXLA_YMZ_024_001
IMPC_YMZ_025_001,JAXLA_YMZ_025_001
IMPC_YMZ_026_001,JAXLA_YMZ_026_001
IMPC_YMZ_027_001,JAXLA_YMZ_027_001
IMPC_YMZ_028_001,JAXLA_YMZ_028_001
