LA_parameter,EA_parameter
UCDLA_EYE_075_001,IMPC_EYE_075_001
UCDLA_EYE_015_001,IMPC_EYE_015_001
UCDLA_EYE_028_001,IMPC_EYE_028_001
UCDLA_EYE_079_001,IMPC_EYE_079_001
UCDLA_EYE_004_001,IMPC_EYE_004_001
UCDLA_EYE_089_001,IMPC_EYE_089_001
UCDLA_EYE_027_001,IMPC_EYE_027_001
UCDLA_EYE_013_001,IMPC_EYE_013_001
UCDLA_EYE_016_001,IMPC_EYE_016_001
UCDLA_EYE_069_001,IMPC_EYE_069_001
UCDLA_EYE_044_001,IMPC_EYE_044_001
UCDLA_EYE_001_001,IMPC_EYE_001_001
UCDLA_EYE_036_001,IMPC_EYE_036_001
UCDLA_EYE_077_001,IMPC_EYE_077_001
UCDLA_EYE_072_001,IMPC_EYE_072_001
UCDLA_EYE_009_001,IMPC_EYE_009_001
UCDLA_EYE_066_001,IMPC_EYE_066_001
UCDLA_EYE_049_001,IMPC_EYE_049_001
UCDLA_EYE_080_001,IMPC_EYE_080_001
UCDLA_EYE_040_001,IMPC_EYE_040_001
UCDLA_EYE_074_001,IMPC_EYE_074_001
UCDLA_EYE_003_001,IMPC_EYE_003_001
UCDLA_EYE_007_001,IMPC_EYE_007_001
UCDLA_EYE_088_001,IMPC_EYE_088_001
UCDLA_EYE_085_001,IMPC_EYE_085_001
UCDLA_EYE_086_001,IMPC_EYE_086_001
UCDLA_EYE_030_001,IMPC_EYE_030_001
UCDLA_EYE_018_001,IMPC_EYE_018_001
UCDLA_EYE_060_001,IMPC_EYE_060_001
UCDLA_EYE_008_001,IMPC_EYE_008_001
UCDLA_EYE_012_001,IMPC_EYE_012_001
UCDLA_EYE_078_001,IMPC_EYE_078_001
UCDLA_EYE_081_001,IMPC_EYE_081_001
UCDLA_EYE_032_001,IMPC_EYE_032_001
UCDLA_EYE_010_001,IMPC_EYE_010_001
UCDLA_EYE_053_001,IMPC_EYE_053_001
UCDLA_EYE_056_001,IMPC_EYE_056_001
UCDLA_EYE_019_001,IMPC_EYE_019_001
UCDLA_EYE_063_001,IMPC_EYE_063_001
UCDLA_EYE_061_001,IMPC_EYE_061_001
UCDLA_EYE_054_001,IMPC_EYE_054_001
UCDLA_EYE_067_001,IMPC_EYE_067_001
UCDLA_EYE_065_001,IMPC_EYE_065_001
UCDLA_EYE_039_001,IMPC_EYE_039_001
UCDLA_EYE_048_001,IMPC_EYE_048_001
UCDLA_EYE_073_001,IMPC_EYE_073_001
UCDLA_EYE_024_001,IMPC_EYE_024_001
UCDLA_EYE_043_001,IMPC_EYE_043_001
UCDLA_EYE_046_001,IMPC_EYE_046_001
UCDLA_EYE_068_001,IMPC_EYE_068_001
UCDLA_EYE_026_001,IMPC_EYE_026_001
UCDLA_EYE_071_001,IMPC_EYE_071_001
UCDLA_EYE_029_001,IMPC_EYE_029_001
UCDLA_EYE_052_001,IMPC_EYE_052_001
UCDLA_EYE_033_001,IMPC_EYE_033_001
UCDLA_EYE_005_001,IMPC_EYE_005_001
UCDLA_EYE_091_001,IMPC_EYE_091_001
UCDLA_EYE_055_001,IMPC_EYE_055_001
UCDLA_EYE_017_001,IMPC_EYE_017_001
UCDLA_EYE_025_001,IMPC_EYE_025_001
UCDLA_EYE_045_001,IMPC_EYE_045_001
UCDLA_EYE_038_001,IMPC_EYE_038_001
UCDLA_EYE_014_001,IMPC_EYE_014_001
UCDLA_EYE_064_001,IMPC_EYE_064_001
UCDLA_EYE_034_001,IMPC_EYE_034_001
UCDLA_EYE_047_001,IMPC_EYE_047_001
UCDLA_EYE_076_001,IMPC_EYE_076_001
UCDLA_EYE_070_001,IMPC_EYE_070_001
UCDLA_EYE_092_001,IMPC_EYE_092_001
UCDLA_EYE_006_001,IMPC_EYE_006_001
UCDLA_HEM_005_001,IMPC_HEM_005_001
UCDLA_HEM_019_001,IMPC_HEM_019_001
UCDLA_HEM_016_001,IMPC_HEM_016_001
UCDLA_HEM_025_001,IMPC_HEM_025_001
UCDLA_HEM_002_001,IMPC_HEM_002_001
UCDLA_HEM_041_001,IMPC_HEM_041_001
UCDLA_HEM_006_001,IMPC_HEM_006_001
UCDLA_HEM_033_001,IMPC_HEM_033_001
UCDLA_HEM_011_001,IMPC_HEM_011_001
UCDLA_HEM_012_001,IMPC_HEM_012_001
UCDLA_HEM_003_001,IMPC_HEM_003_001
UCDLA_HEM_023_001,IMPC_HEM_023_001
UCDLA_HEM_038_001,IMPC_HEM_038_001
UCDLA_HEM_036_001,IMPC_HEM_036_001
UCDLA_HEM_017_001,IMPC_HEM_017_001
UCDLA_HEM_014_001,IMPC_HEM_014_001
UCDLA_HEM_037_001,IMPC_HEM_037_001
UCDLA_HEM_024_001,IMPC_HEM_024_001
UCDLA_HEM_015_001,IMPC_HEM_015_001
UCDLA_HEM_039_001,IMPC_HEM_039_001
UCDLA_HEM_042_001,IMPC_HEM_042_001
UCDLA_HEM_001_001,IMPC_HEM_001_001
UCDLA_HEM_027_001,IMPC_HEM_027_001
UCDLA_HEM_018_001,IMPC_HEM_018_001
UCDLA_HEM_008_001,IMPC_HEM_008_001
UCDLA_HEM_004_001,IMPC_HEM_004_001
UCDLA_HEM_043_001,IMPC_HEM_043_001
UCDLA_HEM_009_001,IMPC_HEM_009_001
UCDLA_HEM_035_001,IMPC_HEM_035_001
UCDLA_HEM_028_001,IMPC_HEM_028_001
UCDLA_HEM_029_001,IMPC_HEM_029_001
UCDLA_HEM_031_001,IMPC_HEM_031_001
UCDLA_HEM_034_001,IMPC_HEM_034_001
UCDLA_HEM_032_001,IMPC_HEM_032_001
UCDLA_HEM_007_001,IMPC_HEM_007_001
UCDLA_HEM_040_001,IMPC_HEM_040_001
UCDLA_HEM_013_001,IMPC_HEM_013_001
UCDLA_HEM_026_001,IMPC_HEM_026_001
UCDLA_HEM_030_001,IMPC_HEM_030_001
UCDLA_HEM_021_001,IMPC_HEM_021_001
UCDLA_HEM_010_001,IMPC_HEM_010_001
UCDLA_HEM_020_001,IMPC_HEM_020_001
UCDLA_CBC_045_001,IMPC_CBC_045_001
UCDLA_CBC_026_001,IMPC_CBC_026_001
UCDLA_CBC_022_001,IMPC_CBC_022_001
UCDLA_CBC_058_001,IMPC_CBC_058_001
UCDLA_CBC_018_001,IMPC_CBC_018_001
UCDLA_CBC_001_001,IMPC_CBC_001_001
UCDLA_CBC_006_001,IMPC_CBC_006_001
UCDLA_CBC_016_001,IMPC_CBC_016_001
UCDLA_CBC_049_001,IMPC_CBC_049_001
UCDLA_CBC_015_001,IMPC_CBC_015_001
UCDLA_CBC_051_001,IMPC_CBC_051_001
UCDLA_CBC_024_001,IMPC_CBC_024_001
UCDLA_CBC_050_001,IMPC_CBC_050_001
UCDLA_CBC_021_001,IMPC_CBC_021_001
UCDLA_CBC_043_001,IMPC_CBC_043_001
UCDLA_CBC_038_001,IMPC_CBC_038_001
UCDLA_CBC_042_001,IMPC_CBC_042_001
UCDLA_CBC_041_001,IMPC_CBC_041_001
UCDLA_CBC_057_001,IMPC_CBC_057_001
UCDLA_CBC_035_001,IMPC_CBC_035_001
UCDLA_CBC_056_001,IMPC_CBC_056_001
UCDLA_CBC_003_001,IMPC_CBC_003_001
UCDLA_CBC_046_001,IMPC_CBC_046_001
UCDLA_CBC_014_001,IMPC_CBC_014_001
UCDLA_CBC_028_001,IMPC_CBC_028_001
UCDLA_CBC_048_001,IMPC_CBC_048_001
UCDLA_CBC_007_001,IMPC_CBC_007_001
UCDLA_CBC_036_001,IMPC_CBC_036_001
UCDLA_CBC_055_001,IMPC_CBC_055_001
UCDLA_CBC_040_001,IMPC_CBC_040_001
UCDLA_CBC_020_001,IMPC_CBC_020_001
UCDLA_CBC_054_001,IMPC_CBC_054_001
UCDLA_CBC_011_001,IMPC_CBC_011_001
UCDLA_CBC_009_001,IMPC_CBC_009_001
UCDLA_CBC_053_001,IMPC_CBC_053_001
UCDLA_CBC_004_001,IMPC_CBC_004_001
UCDLA_CBC_005_001,IMPC_CBC_005_001
UCDLA_CBC_031_001,IMPC_CBC_031_001
UCDLA_CBC_059_001,IMPC_CBC_059_001
UCDLA_CBC_029_001,IMPC_CBC_029_001
UCDLA_CBC_030_001,IMPC_CBC_030_001
UCDLA_CBC_008_001,IMPC_CBC_008_001
UCDLA_CBC_013_001,IMPC_CBC_013_001
UCDLA_CBC_027_001,IMPC_CBC_027_001
UCDLA_CBC_034_001,IMPC_CBC_034_001
UCDLA_CBC_023_001,IMPC_CBC_023_001
UCDLA_CBC_037_001,IMPC_CBC_037_001
UCDLA_CBC_032_001,IMPC_CBC_032_001
UCDLA_CBC_010_001,IMPC_CBC_010_001
UCDLA_CBC_039_001,IMPC_CBC_039_001
UCDLA_CBC_052_001,IMPC_CBC_052_001
UCDLA_CBC_025_001,IMPC_CBC_025_001
UCDLA_CBC_012_001,IMPC_CBC_012_001
UCDLA_CBC_017_001,IMPC_CBC_017_001
UCDLA_CBC_044_001,IMPC_CBC_044_001
UCDLA_CBC_002_001,IMPC_CBC_002_001
UCDLA_CBC_019_001,IMPC_CBC_019_001
UCDLA_CBC_033_001,IMPC_CBC_033_001
UCDLA_PAT_002_002,IMPC_PAT_002_002
UCDLA_PAT_032_002,IMPC_PAT_032_002
UCDLA_PAT_019_002,IMPC_PAT_019_002
UCDLA_PAT_067_001,IMPC_PAT_067_001
UCDLA_PAT_062_001,IMPC_PAT_062_001
UCDLA_PAT_071_001,IMPC_PAT_071_001
UCDLA_PAT_035_001,IMPC_PAT_035_001
UCDLA_PAT_020_002,IMPC_PAT_020_002
UCDLA_PAT_008_002,IMPC_PAT_008_002
UCDLA_PAT_001_002,IMPC_PAT_001_002
UCDLA_PAT_033_001,IMPC_PAT_033_001
UCDLA_PAT_056_002,IMPC_PAT_056_002
UCDLA_PAT_007_002,IMPC_PAT_007_002
UCDLA_PAT_073_001,IMPC_PAT_073_001
UCDLA_PAT_021_002,IMPC_PAT_021_002
UCDLA_PAT_061_002,IMPC_PAT_061_002
UCDLA_PAT_005_002,IMPC_PAT_005_002
UCDLA_PAT_069_001,IMPC_PAT_069_001
UCDLA_PAT_017_002,IMPC_PAT_017_002
UCDLA_PAT_068_001,IMPC_PAT_068_001
UCDLA_PAT_012_002,IMPC_PAT_012_002
UCDLA_PAT_004_002,IMPC_PAT_004_002
UCDLA_PAT_016_002,IMPC_PAT_016_002
UCDLA_PAT_066_001,IMPC_PAT_066_001
UCDLA_PAT_013_002,IMPC_PAT_013_002
UCDLA_PAT_018_002,IMPC_PAT_018_002
UCDLA_PAT_064_001,IMPC_PAT_064_001
UCDLA_PAT_031_002,IMPC_PAT_031_002
UCDLA_PAT_026_002,IMPC_PAT_026_002
UCDLA_PAT_060_002,IMPC_PAT_060_002
UCDLA_PAT_070_001,IMPC_PAT_070_001
UCDLA_PAT_024_002,IMPC_PAT_024_002
UCDLA_PAT_052_002,IMPC_PAT_052_002
UCDLA_PAT_059_002,IMPC_PAT_059_002
UCDLA_PAT_075_001,IMPC_PAT_075_001
UCDLA_PAT_029_002,IMPC_PAT_029_002
UCDLA_PAT_049_002,IMPC_PAT_049_002
UCDLA_PAT_015_002,IMPC_PAT_015_002
UCDLA_PAT_030_002,IMPC_PAT_030_002
UCDLA_PAT_063_001,IMPC_PAT_063_001
UCDLA_PAT_036_001,IMPC_PAT_036_001
UCDLA_PAT_076_001,IMPC_PAT_076_001
UCDLA_PAT_034_001,IMPC_PAT_034_001
UCDLA_PAT_003_002,IMPC_PAT_003_002
UCDLA_PAT_010_002,IMPC_PAT_010_002
UCDLA_PAT_055_002,IMPC_PAT_055_002
UCDLA_PAT_065_001,IMPC_PAT_065_001
UCDLA_PAT_023_002,IMPC_PAT_023_002
UCDLA_PAT_011_002,IMPC_PAT_011_002
UCDLA_PAT_074_001,IMPC_PAT_074_001
UCDLA_PAT_072_001,IMPC_PAT_072_001
UCDLA_PAT_054_002,IMPC_PAT_054_002
UCDLA_PAT_009_002,IMPC_PAT_009_002
UCDLA_PAT_058_002,IMPC_PAT_058_002
UCDLA_PAT_022_002,IMPC_PAT_022_002
UCDLA_PAT_025_002,IMPC_PAT_025_002
UCDLA_PAT_057_002,IMPC_PAT_057_002
UCDLA_PAT_028_002,IMPC_PAT_028_002
UCDLA_PAT_014_002,IMPC_PAT_014_002
UCDLA_PAT_027_002,IMPC_PAT_027_002
UCDLA_PAT_006_002,IMPC_PAT_006_002
UCDLA_BLK_023_001,IMPC_BLK_023_001
UCDLA_BLK_025_001,IMPC_BLK_025_001
UCDLA_BLK_006_001,IMPC_BLK_006_001
UCDLA_BLK_018_001,IMPC_BLK_018_001
UCDLA_BLK_033_001,IMPC_BLK_033_001
UCDLA_BLK_002_001,IMPC_BLK_002_001
UCDLA_BLK_040_001,IMPC_BLK_040_001
UCDLA_BLK_024_001,IMPC_BLK_024_001
UCDLA_BLK_008_001,IMPC_BLK_008_001
UCDLA_BLK_044_001,IMPC_BLK_044_001
UCDLA_BLK_038_001,IMPC_BLK_038_001
UCDLA_BLK_047_001,IMPC_BLK_047_001
UCDLA_BLK_028_001,IMPC_BLK_028_001
UCDLA_BLK_017_001,IMPC_BLK_017_001
UCDLA_BLK_045_001,IMPC_BLK_045_001
UCDLA_BLK_046_001,IMPC_BLK_046_001
UCDLA_BLK_020_001,IMPC_BLK_020_001
UCDLA_BLK_022_001,IMPC_BLK_022_001
UCDLA_BLK_042_001,IMPC_BLK_042_001
UCDLA_BLK_009_001,IMPC_BLK_009_001
UCDLA_BLK_054_001,IMPC_BLK_054_001
UCDLA_BLK_021_001,IMPC_BLK_021_001
UCDLA_BLK_019_001,IMPC_BLK_019_001
UCDLA_BLK_035_001,IMPC_BLK_035_001
UCDLA_BLK_027_001,IMPC_BLK_027_001
UCDLA_BLK_043_001,IMPC_BLK_043_001
UCDLA_BLK_011_001,IMPC_BLK_011_001
UCDLA_BLK_014_001,IMPC_BLK_014_001
UCDLA_BLK_016_001,IMPC_BLK_016_001
UCDLA_BLK_053_001,IMPC_BLK_053_001
UCDLA_BLK_032_001,IMPC_BLK_032_001
UCDLA_BLK_052_001,IMPC_BLK_052_001
UCDLA_BLK_015_001,IMPC_BLK_015_001
UCDLA_BLK_013_001,IMPC_BLK_013_001
UCDLA_BLK_036_001,IMPC_BLK_036_001
UCDLA_BLK_026_001,IMPC_BLK_026_001
UCDLA_BLK_012_001,IMPC_BLK_012_001
UCDLA_BLK_034_001,IMPC_BLK_034_001
UCDLA_BLK_010_001,IMPC_BLK_010_001
UCDLA_BLK_030_001,IMPC_BLK_030_001
UCDLA_BLK_007_001,IMPC_BLK_007_001
UCDLA_BLK_037_001,IMPC_BLK_037_001
UCDLA_BLK_003_001,IMPC_BLK_003_001
UCDLA_BLK_031_001,IMPC_BLK_031_001
UCDLA_BLK_029_001,IMPC_BLK_029_001
UCDLA_BLK_050_001,IMPC_BLK_050_001
UCDLA_BLK_051_001,IMPC_BLK_051_001
UCDLA_BLK_049_001,IMPC_BLK_049_001
UCDLA_BLK_041_001,IMPC_BLK_041_001
UCDLA_BLK_056_001,IMPC_BLK_056_001
UCDLA_BLK_039_001,IMPC_BLK_039_001
UCDLA_BLK_048_001,IMPC_BLK_048_001
UCDLA_BLK_055_001,IMPC_BLK_055_001
UCDLA_BLK_001_001,IMPC_BLK_001_001
TCPLA_CSD_047_001,IMPC_CSD_047_001
TCPLA_CSD_022_001,IMPC_CSD_022_001
TCPLA_CSD_080_001,IMPC_CSD_080_001
TCPLA_CSD_031_001,IMPC_CSD_031_001
TCPLA_CSD_068_001,IMPC_CSD_068_001
TCPLA_CSD_064_001,IMPC_CSD_064_001
TCPLA_CSD_063_001,IMPC_CSD_063_001
TCPLA_CSD_044_002,IMPC_CSD_044_002
TCPLA_CSD_049_002,IMPC_CSD_049_002
TCPLA_CSD_052_002,IMPC_CSD_052_002
TCPLA_CSD_065_001,IMPC_CSD_065_001
TCPLA_CSD_086_001,IMPC_CSD_086_001
TCPLA_CSD_057_001,IMPC_CSD_057_001
TCPLA_CSD_039_001,IMPC_CSD_039_001
TCPLA_CSD_073_001,IMPC_CSD_073_001
TCPLA_CSD_075_001,IMPC_CSD_075_001
TCPLA_CSD_048_002,IMPC_CSD_048_002
TCPLA_CSD_006_001,IMPC_CSD_006_001
TCPLA_CSD_082_001,IMPC_CSD_082_001
TCPLA_CSD_061_001,IMPC_CSD_061_001
TCPLA_CSD_078_001,IMPC_CSD_078_001
TCPLA_CSD_027_001,IMPC_CSD_027_001
TCPLA_CSD_023_001,IMPC_CSD_023_001
TCPLA_CSD_015_001,IMPC_CSD_015_001
TCPLA_CSD_012_001,IMPC_CSD_012_001
TCPLA_CSD_002_001,IMPC_CSD_002_001
TCPLA_CSD_041_002,IMPC_CSD_041_002
TCPLA_CSD_005_001,IMPC_CSD_005_001
TCPLA_CSD_021_001,IMPC_CSD_021_001
TCPLA_CSD_028_001,IMPC_CSD_028_001
TCPLA_CSD_070_001,IMPC_CSD_070_001
TCPLA_CSD_050_002,IMPC_CSD_050_002
TCPLA_CSD_060_001,IMPC_CSD_060_001
TCPLA_CSD_018_001,IMPC_CSD_018_001
TCPLA_CSD_077_001,IMPC_CSD_077_001
TCPLA_CSD_016_001,IMPC_CSD_016_001
TCPLA_CSD_009_001,IMPC_CSD_009_001
TCPLA_CSD_037_001,IMPC_CSD_037_001
TCPLA_CSD_055_002,IMPC_CSD_055_002
TCPLA_CSD_008_001,IMPC_CSD_008_001
TCPLA_CSD_058_001,IMPC_CSD_058_001
TCPLA_CSD_026_001,IMPC_CSD_026_001
TCPLA_CSD_007_001,IMPC_CSD_007_001
TCPLA_CSD_001_001,IMPC_CSD_001_001
TCPLA_CSD_019_001,IMPC_CSD_019_001
TCPLA_CSD_038_001,IMPC_CSD_038_001
TCPLA_CSD_003_001,IMPC_CSD_003_001
TCPLA_CSD_024_001,IMPC_CSD_024_001
TCPLA_CSD_083_001,IMPC_CSD_083_001
TCPLA_CSD_029_001,IMPC_CSD_029_001
TCPLA_CSD_087_001,IMPC_CSD_087_001
TCPLA_CSD_013_001,IMPC_CSD_013_001
TCPLA_CSD_079_001,IMPC_CSD_079_001
TCPLA_CSD_067_001,IMPC_CSD_067_001
TCPLA_CSD_076_001,IMPC_CSD_076_001
TCPLA_CSD_014_001,IMPC_CSD_014_001
TCPLA_CSD_053_002,IMPC_CSD_053_002
TCPLA_CSD_042_002,IMPC_CSD_042_002
TCPLA_CSD_036_001,IMPC_CSD_036_001
TCPLA_CSD_081_001,IMPC_CSD_081_001
TCPLA_CSD_085_001,IMPC_CSD_085_001
TCPLA_CSD_030_001,IMPC_CSD_030_001
TCPLA_CSD_069_001,IMPC_CSD_069_001
TCPLA_CSD_045_002,IMPC_CSD_045_002
TCPLA_CSD_054_002,IMPC_CSD_054_002
TCPLA_CSD_071_001,IMPC_CSD_071_001
TCPLA_CSD_074_001,IMPC_CSD_074_001
TCPLA_CSD_066_001,IMPC_CSD_066_001
TCPLA_CSD_051_002,IMPC_CSD_051_002
TCPLA_CSD_062_001,IMPC_CSD_062_001
TCPLA_CSD_017_001,IMPC_CSD_017_001
TCPLA_CSD_010_001,IMPC_CSD_010_001
TCPLA_CSD_020_001,IMPC_CSD_020_001
TCPLA_CSD_032_001,IMPC_CSD_032_001
TCPLA_CSD_025_001,IMPC_CSD_025_001
TCPLA_CSD_040_002,IMPC_CSD_040_002
TCPLA_CSD_033_001,IMPC_CSD_033_001
TCPLA_CSD_084_001,IMPC_CSD_084_001
TCPLA_CSD_004_001,IMPC_CSD_004_001
TCPLA_CSD_059_001,IMPC_CSD_059_001
TCPLA_CSD_046_001,IMPC_CSD_046_001
TCPLA_CSD_056_001,IMPC_CSD_056_001
TCPLA_CSD_011_001,IMPC_CSD_011_001
TCPLA_CSD_043_002,IMPC_CSD_043_002
TCPLA_CSD_072_001,IMPC_CSD_072_001
TCPLA_CSD_034_001,IMPC_CSD_034_001
TCPLA_ECG_001_001,IMPC_ECG_001_001
TCPLA_ECG_021_001,IMPC_ECG_021_001
TCPLA_ECG_025_001,IMPC_ECG_025_001
TCPLA_ECG_003_001,IMPC_ECG_003_001
TCPLA_ECG_024_001,IMPC_ECG_024_001
TCPLA_ECG_002_001,IMPC_ECG_002_001
TCPLA_ECG_009_002,IMPC_ECG_009_002
TCPLA_ECG_011_001,IMPC_ECG_011_001
TCPLA_ECG_014_001,IMPC_ECG_014_001
TCPLA_ECG_018_001,IMPC_ECG_018_001
TCPLA_ECG_019_001,IMPC_ECG_019_001
TCPLA_ECG_007_001,IMPC_ECG_007_001
TCPLA_ECG_023_001,IMPC_ECG_023_001
TCPLA_ECG_015_001,IMPC_ECG_015_001
TCPLA_ECG_022_001,IMPC_ECG_022_001
TCPLA_ECG_005_001,IMPC_ECG_005_001
TCPLA_ECG_016_001,IMPC_ECG_016_001
TCPLA_ECG_012_001,IMPC_ECG_012_001
TCPLA_ECG_020_001,IMPC_ECG_020_001
TCPLA_ECG_017_001,IMPC_ECG_017_001
TCPLA_ECG_026_001,IMPC_ECG_026_001
TCPLA_ECG_006_001,IMPC_ECG_006_001
TCPLA_ECG_010_001,IMPC_ECG_010_001
TCPLA_ECG_004_001,IMPC_ECG_004_001
TCPLA_ECG_008_001,IMPC_ECG_008_001
TCPLA_ECG_013_001,IMPC_ECG_013_001
TCPLA_EYE_066_001,IMPC_EYE_066_001
TCPLA_EYE_074_001,IMPC_EYE_074_001
TCPLA_EYE_032_001,IMPC_EYE_032_001
TCPLA_EYE_044_001,IMPC_EYE_044_001
TCPLA_EYE_080_001,IMPC_EYE_080_001
TCPLA_EYE_043_001,IMPC_EYE_043_001
TCPLA_EYE_057_001,IMPC_EYE_057_001
TCPLA_EYE_085_001,IMPC_EYE_085_001
TCPLA_EYE_010_001,IMPC_EYE_010_001
TCPLA_EYE_036_001,IMPC_EYE_036_001
TCPLA_EYE_082_001,IMPC_EYE_082_001
TCPLA_EYE_089_001,IMPC_EYE_089_001
TCPLA_EYE_078_001,IMPC_EYE_078_001
TCPLA_EYE_019_001,IMPC_EYE_019_001
TCPLA_EYE_014_001,IMPC_EYE_014_001
TCPLA_EYE_053_001,IMPC_EYE_053_001
TCPLA_EYE_037_001,IMPC_EYE_037_001
TCPLA_EYE_029_001,IMPC_EYE_029_001
TCPLA_EYE_081_001,IMPC_EYE_081_001
TCPLA_EYE_041_001,IMPC_EYE_041_001
TCPLA_EYE_060_001,IMPC_EYE_060_001
TCPLA_EYE_051_001,IMPC_EYE_051_001
TCPLA_EYE_031_001,IMPC_EYE_031_001
TCPLA_EYE_042_001,IMPC_EYE_042_001
TCPLA_EYE_055_001,IMPC_EYE_055_001
TCPLA_EYE_025_001,IMPC_EYE_025_001
TCPLA_EYE_045_001,IMPC_EYE_045_001
TCPLA_EYE_052_001,IMPC_EYE_052_001
TCPLA_EYE_061_001,IMPC_EYE_061_001
TCPLA_EYE_002_001,IMPC_EYE_002_001
TCPLA_EYE_018_001,IMPC_EYE_018_001
TCPLA_EYE_011_001,IMPC_EYE_011_001
TCPLA_EYE_077_001,IMPC_EYE_077_001
TCPLA_EYE_030_001,IMPC_EYE_030_001
TCPLA_EYE_016_001,IMPC_EYE_016_001
TCPLA_EYE_034_001,IMPC_EYE_034_001
TCPLA_EYE_005_001,IMPC_EYE_005_001
TCPLA_EYE_049_001,IMPC_EYE_049_001
TCPLA_EYE_017_001,IMPC_EYE_017_001
TCPLA_EYE_038_001,IMPC_EYE_038_001
TCPLA_EYE_083_001,IMPC_EYE_083_001
TCPLA_EYE_035_001,IMPC_EYE_035_001
TCPLA_EYE_040_001,IMPC_EYE_040_001
TCPLA_EYE_075_001,IMPC_EYE_075_001
TCPLA_EYE_084_001,IMPC_EYE_084_001
TCPLA_EYE_047_001,IMPC_EYE_047_001
TCPLA_EYE_068_001,IMPC_EYE_068_001
TCPLA_EYE_026_001,IMPC_EYE_026_001
TCPLA_EYE_072_001,IMPC_EYE_072_001
TCPLA_EYE_059_001,IMPC_EYE_059_001
TCPLA_EYE_028_001,IMPC_EYE_028_001
TCPLA_EYE_027_001,IMPC_EYE_027_001
TCPLA_EYE_050_001,IMPC_EYE_050_001
TCPLA_EYE_001_001,IMPC_EYE_001_001
TCPLA_EYE_023_001,IMPC_EYE_023_001
TCPLA_EYE_073_001,IMPC_EYE_073_001
TCPLA_EYE_062_001,IMPC_EYE_062_001
TCPLA_EYE_092_001,IMPC_EYE_092_001
TCPLA_EYE_024_001,IMPC_EYE_024_001
TCPLA_EYE_079_001,IMPC_EYE_079_001
TCPLA_EYE_004_001,IMPC_EYE_004_001
TCPLA_EYE_007_001,IMPC_EYE_007_001
TCPLA_EYE_091_001,IMPC_EYE_091_001
TCPLA_EYE_065_001,IMPC_EYE_065_001
TCPLA_EYE_054_001,IMPC_EYE_054_001
TCPLA_EYE_015_001,IMPC_EYE_015_001
TCPLA_EYE_013_001,IMPC_EYE_013_001
TCPLA_EYE_058_001,IMPC_EYE_058_001
TCPLA_EYE_063_001,IMPC_EYE_063_001
TCPLA_EYE_046_001,IMPC_EYE_046_001
TCPLA_EYE_008_001,IMPC_EYE_008_001
TCPLA_EYE_039_001,IMPC_EYE_039_001
TCPLA_EYE_067_001,IMPC_EYE_067_001
TCPLA_EYE_033_001,IMPC_EYE_033_001
TCPLA_EYE_088_001,IMPC_EYE_088_001
TCPLA_EYE_076_001,IMPC_EYE_076_001
TCPLA_EYE_006_001,IMPC_EYE_006_001
TCPLA_EYE_069_001,IMPC_EYE_069_001
TCPLA_EYE_056_001,IMPC_EYE_056_001
TCPLA_EYE_086_001,IMPC_EYE_086_001
TCPLA_EYE_009_001,IMPC_EYE_009_001
TCPLA_EYE_064_001,IMPC_EYE_064_001
TCPLA_EYE_048_001,IMPC_EYE_048_001
TCPLA_EYE_087_001,IMPC_EYE_087_001
TCPLA_EYE_071_001,IMPC_EYE_071_001
TCPLA_EYE_090_001,IMPC_EYE_090_001
TCPLA_EYE_012_001,IMPC_EYE_012_001
TCPLA_EYE_003_001,IMPC_EYE_003_001
TCPLA_EYE_070_001,IMPC_EYE_070_001
TCPLA_CBC_022_001,IMPC_CBC_022_001
TCPLA_CBC_014_001,IMPC_CBC_014_001
TCPLA_CBC_009_001,IMPC_CBC_009_001
TCPLA_CBC_006_001,IMPC_CBC_006_001
TCPLA_CBC_019_001,IMPC_CBC_019_001
TCPLA_CBC_002_001,IMPC_CBC_002_001
TCPLA_CBC_040_001,IMPC_CBC_040_001
TCPLA_CBC_010_001,IMPC_CBC_010_001
TCPLA_CBC_050_001,IMPC_CBC_050_001
TCPLA_CBC_046_001,IMPC_CBC_046_001
TCPLA_CBC_033_001,IMPC_CBC_033_001
TCPLA_CBC_027_001,IMPC_CBC_027_001
TCPLA_CBC_017_001,IMPC_CBC_017_001
TCPLA_CBC_011_001,IMPC_CBC_011_001
TCPLA_CBC_032_001,IMPC_CBC_032_001
TCPLA_CBC_031_001,IMPC_CBC_031_001
TCPLA_CBC_044_001,IMPC_CBC_044_001
TCPLA_CBC_039_001,IMPC_CBC_039_001
TCPLA_CBC_051_001,IMPC_CBC_051_001
TCPLA_CBC_034_001,IMPC_CBC_034_001
TCPLA_CBC_041_001,IMPC_CBC_041_001
TCPLA_CBC_028_001,IMPC_CBC_028_001
TCPLA_CBC_001_001,IMPC_CBC_001_001
TCPLA_CBC_057_001,IMPC_CBC_057_001
TCPLA_CBC_003_001,IMPC_CBC_003_001
TCPLA_CBC_054_001,IMPC_CBC_054_001
TCPLA_CBC_052_001,IMPC_CBC_052_001
TCPLA_CBC_035_001,IMPC_CBC_035_001
TCPLA_CBC_026_001,IMPC_CBC_026_001
TCPLA_CBC_021_001,IMPC_CBC_021_001
TCPLA_CBC_023_001,IMPC_CBC_023_001
TCPLA_CBC_013_001,IMPC_CBC_013_001
