LA_parameter,EA_parameter
RBRCLA_DXA_006_001,IMPC_DXA_006_001
RBRCLA_DXA_007_001,IMPC_DXA_007_001
RBRCLA_DXA_008_001,IMPC_DXA_008_001
RBRCLA_DXA_009_001,IMPC_DXA_009_001
RBRCLA_DXA_010_001,IMPC_DXA_010_001
RBRCLA_DXA_011_001,IMPC_DXA_011_001
RBRCLA_DXA_012_001,IMPC_DXA_012_001
RBRCLA_DXA_013_001,IMPC_DXA_013_001
RBRCLA_DXA_014_001,IMPC_DXA_014_001
RBRCLA_DXA_015_001,IMPC_DXA_015_001
RBRCLA_DXA_016_001,IMPC_DXA_016_001
RBRCLA_DXA_017_001,IMPC_DXA_017_001
RBRCLA_DXA_018_001,IMPC_DXA_018_001
RBRCLA_XRY_001_001,IMPC_XRY_001_001
RBRCLA_XRY_002_001,IMPC_XRY_002_001
RBRCLA_XRY_003_001,IMPC_XRY_003_001
RBRCLA_XRY_004_001,IMPC_XRY_004_001
RBRCLA_XRY_005_001,IMPC_XRY_005_001
RBRCLA_XRY_006_001,IMPC_XRY_006_001
RBRCLA_XRY_007_001,IMPC_XRY_007_001
RBRCLA_XRY_008_001,IMPC_XRY_008_001
RBRCLA_XRY_009_001,IMPC_XRY_009_001
RBRCLA_XRY_010_001,IMPC_XRY_010_001
RBRCLA_XRY_011_001,IMPC_XRY_011_001
RBRCLA_XRY_012_001,IMPC_XRY_012_001
RBRCLA_XRY_013_001,IMPC_XRY_013_001
RBRCLA_XRY_014_001,IMPC_XRY_014_001
RBRCLA_XRY_015_001,IMPC_XRY_015_001
RBRCLA_XRY_016_001,IMPC_XRY_016_001
RBRCLA_XRY_017_001,IMPC_XRY_017_001
RBRCLA_XRY_018_001,IMPC_XRY_018_001
RBRCLA_XRY_019_001,IMPC_XRY_019_001
RBRCLA_XRY_020_001,IMPC_XRY_020_001
RBRCLA_XRY_021_001,IMPC_XRY_021_001
RBRCLA_XRY_022_001,IMPC_XRY_022_001
RBRCLA_XRY_023_001,IMPC_XRY_023_001
RBRCLA_XRY_024_001,IMPC_XRY_024_001
RBRCLA_XRY_025_001,IMPC_XRY_025_001
RBRCLA_XRY_026_001,IMPC_XRY_026_001
RBRCLA_XRY_027_001,IMPC_XRY_027_001
RBRCLA_XRY_028_001,IMPC_XRY_028_001
RBRCLA_XRY_029_001,IMPC_XRY_029_001
RBRCLA_XRY_030_001,IMPC_XRY_030_001
RBRCLA_XRY_031_001,IMPC_XRY_031_001
RBRCLA_XRY_032_001,IMPC_XRY_032_001
RBRCLA_XRY_033_001,IMPC_XRY_033_001
RBRCLA_XRY_034_001,IMPC_XRY_034_001
RBRCLA_XRY_035_001,IMPC_XRY_035_001
RBRCLA_XRY_036_001,IMPC_XRY_036_001
RBRCLA_XRY_037_001,IMPC_XRY_037_001
RBRCLA_XRY_038_001,IMPC_XRY_038_001
RBRCLA_XRY_039_001,IMPC_XRY_039_001
RBRCLA_XRY_040_001,IMPC_XRY_040_001
RBRCLA_XRY_041_001,IMPC_XRY_041_001
RBRCLA_XRY_042_001,IMPC_XRY_042_001
RBRCLA_XRY_043_001,IMPC_XRY_043_001
RBRCLA_XRY_044_001,IMPC_XRY_044_001
RBRCLA_XRY_045_001,IMPC_XRY_045_001
RBRCLA_XRY_046_001,IMPC_XRY_046_001
RBRCLA_XRY_047_001,IMPC_XRY_047_001
RBRCLA_XRY_048_001,IMPC_XRY_048_001
RBRCLA_XRY_049_001,IMPC_XRY_049_001
RBRCLA_XRY_050_001,IMPC_XRY_050_001
RBRCLA_XRY_051_001,IMPC_XRY_051_001
RBRCLA_XRY_052_001,IMPC_XRY_052_001
RBRCLA_XRY_053_001,IMPC_XRY_053_001
RBRCLA_XRY_054_001,IMPC_XRY_054_001
RBRCLA_XRY_055_001,IMPC_XRY_055_001
RBRCLA_XRY_056_001,IMPC_XRY_056_001
RBRCLA_XRY_057_001,IMPC_XRY_057_001
RBRCLA_XRY_058_001,IMPC_XRY_058_001
RBRCLA_XRY_059_001,IMPC_XRY_059_001
RBRCLA_XRY_060_001,IMPC_XRY_060_001
RBRCLA_XRY_061_001,IMPC_XRY_061_001
RBRCLA_XRY_062_001,IMPC_XRY_062_001
RBRCLA_XRY_063_001,IMPC_XRY_063_001
RBRCLA_XRY_064_001,IMPC_XRY_064_001
RBRCLA_XRY_065_001,IMPC_XRY_065_001
RBRCLA_XRY_066_001,IMPC_XRY_066_001
RBRCLA_XRY_067_001,IMPC_XRY_067_001
RBRCLA_XRY_068_001,IMPC_XRY_068_001
RBRCLA_XRY_069_001,IMPC_XRY_069_001
RBRCLA_XRY_070_001,IMPC_XRY_070_001
RBRCLA_XRY_071_001,IMPC_XRY_071_001
RBRCLA_XRY_072_001,IMPC_XRY_072_001
RBRCLA_XRY_073_001,IMPC_XRY_073_001
RBRCLA_XRY_074_001,IMPC_XRY_074_001
RBRCLA_GRS_001_001,IMPC_GRS_001_001
RBRCLA_GRS_002_001,IMPC_GRS_002_001
RBRCLA_GRS_003_001,IMPC_GRS_003_001
RBRCLA_GRS_004_001,IMPC_GRS_004_001
RBRCLA_GRS_005_001,IMPC_GRS_005_001
RBRCLA_GRS_006_001,IMPC_GRS_006_001
RBRCLA_GRS_007_001,IMPC_GRS_007_001
RBRCLA_GRS_008_001,IMPC_GRS_008_001
RBRCLA_GRS_009_001,IMPC_GRS_009_001
RBRCLA_GRS_010_001,IMPC_GRS_010_001
RBRCLA_GRS_011_001,IMPC_GRS_011_001
RBRCLA_GRS_012_001,IMPC_GRS_012_001
RBRCLA_GRS_013_001,IMPC_GRS_013_001
RBRCLA_GRS_014_001,IMPC_GRS_014_001
RBRCLA_IMM_001_001,IMPC_IMM_001_001
RBRCLA_IMM_002_001,IMPC_IMM_002_001
RBRCLA_IMM_003_001,IMPC_IMM_003_001
RBRCLA_IMM_004_001,IMPC_IMM_004_001
RBRCLA_IMM_005_001,IMPC_IMM_005_001
RBRCLA_IMM_006_001,IMPC_IMM_006_001
RBRCLA_IMM_007_001,IMPC_IMM_007_001
RBRCLA_IMM_008_001,IMPC_IMM_008_001
RBRCLA_IMM_009_001,IMPC_IMM_009_001
RBRCLA_IMM_010_001,IMPC_IMM_010_001
RBRCLA_IMM_011_001,IMPC_IMM_011_001
RBRCLA_IMM_012_001,IMPC_IMM_012_001
RBRCLA_IMM_013_001,IMPC_IMM_013_001
RBRCLA_IMM_014_001,IMPC_IMM_014_001
RBRCLA_IMM_015_001,IMPC_IMM_015_001
RBRCLA_IMM_016_001,IMPC_IMM_016_001
RBRCLA_IMM_017_001,IMPC_IMM_017_001
RBRCLA_IMM_018_001,IMPC_IMM_018_001
RBRCLA_IMM_019_001,IMPC_IMM_019_001
RBRCLA_IMM_020_001,IMPC_IMM_020_001
RBRCLA_IMM_021_001,IMPC_IMM_021_001
RBRCLA_IMM_022_001,IMPC_IMM_022_001
RBRCLA_IMM_023_001,IMPC_IMM_023_001
RBRCLA_IMM_024_001,IMPC_IMM_024_001
RBRCLA_IMM_025_001,IMPC_IMM_025_001
RBRCLA_IMM_026_001,IMPC_IMM_026_001
RBRCLA_IMM_027_001,IMPC_IMM_027_001
RBRCLA_IMM_028_001,IMPC_IMM_028_001
RBRCLA_IMM_029_001,IMPC_IMM_029_001
RBRCLA_IMM_030_001,IMPC_IMM_030_001
RBRCLA_IMM_031_001,IMPC_IMM_031_001
RBRCLA_IMM_032_001,IMPC_IMM_032_001
RBRCLA_IMM_033_001,IMPC_IMM_033_001
RBRCLA_IMM_034_001,IMPC_IMM_034_001
RBRCLA_IMM_035_001,IMPC_IMM_035_001
RBRCLA_IMM_036_001,IMPC_IMM_036_001
RBRCLA_IMM_037_001,IMPC_IMM_037_001
RBRCLA_IMM_038_001,IMPC_IMM_038_001
RBRCLA_IMM_039_001,IMPC_IMM_039_001
RBRCLA_IMM_040_001,IMPC_IMM_040_001
RBRCLA_IMM_041_001,IMPC_IMM_041_001
RBRCLA_IMM_042_001,IMPC_IMM_042_001
RBRCLA_IMM_043_001,IMPC_IMM_043_001
RBRCLA_IMM_044_001,IMPC_IMM_044_001
RBRCLA_IMM_045_001,IMPC_IMM_045_001
RBRCLA_IMM_046_001,IMPC_IMM_046_001
RBRCLA_IMM_047_001,IMPC_IMM_047_001
RBRCLA_IMM_048_001,IMPC_IMM_048_001
RBRCLA_IMM_049_001,IMPC_IMM_049_001
RBRCLA_IMM_050_001,IMPC_IMM_050_001
RBRCLA_IMM_051_001,IMPC_IMM_051_001
RBRCLA_IMM_052_001,IMPC_IMM_052_001
RBRCLA_IMM_053_001,IMPC_IMM_053_001
RBRCLA_IMM_054_001,IMPC_IMM_054_001
RBRCLA_IMM_055_001,IMPC_IMM_055_001
RBRCLA_IMM_056_001,IMPC_IMM_056_001
RBRCLA_IMM_057_001,IMPC_IMM_057_001
RBRCLA_IMM_058_001,IMPC_IMM_058_001
RBRCLA_IMM_059_001,IMPC_IMM_059_001
RBRCLA_IMM_060_001,IMPC_IMM_060_001
RBRCLA_IMM_061_001,IMPC_IMM_061_001
RBRCLA_IMM_062_001,IMPC_IMM_062_001
RBRCLA_IMM_063_001,IMPC_IMM_063_001
RBRCLA_IMM_064_001,IMPC_IMM_064_001
RBRCLA_IMM_065_001,IMPC_IMM_065_001
RBRCLA_IMM_066_001,IMPC_IMM_066_001
RBRCLA_IMM_067_001,IMPC_IMM_067_001
RBRCLA_IMM_068_001,IMPC_IMM_068_001
RBRCLA_IMM_069_001,IMPC_IMM_069_001
RBRCLA_IMM_070_001,IMPC_IMM_070_001
RBRCLA_IMM_071_001,IMPC_IMM_071_001
RBRCLA_IMM_072_001,IMPC_IMM_072_001
RBRCLA_IMM_073_001,IMPC_IMM_073_001
RBRCLA_IMM_074_001,IMPC_IMM_074_001
RBRCLA_IMM_075_001,IMPC_IMM_075_001
RBRCLA_IMM_076_001,IMPC_IMM_076_001
RBRCLA_IMM_077_001,IMPC_IMM_077_001
RBRCLA_IMM_078_001,IMPC_IMM_078_001
RBRCLA_IMM_079_001,IMPC_IMM_079_001
RBRCLA_IMM_080_001,IMPC_IMM_080_001
RBRCLA_IMM_081_001,IMPC_IMM_081_001
RBRCLA_IMM_082_001,IMPC_IMM_082_001
RBRCLA_IMM_083_001,IMPC_IMM_083_001
RBRCLA_IMM_084_001,IMPC_IMM_084_001
RBRCLA_IMM_085_001,IMPC_IMM_085_001
RBRCLA_IMM_086_001,IMPC_IMM_086_001
RBRCLA_IMM_087_001,IMPC_IMM_087_001
RBRCLA_IMM_088_001,IMPC_IMM_088_001
RBRCLA_IMM_089_001,IMPC_IMM_089_001
RBRCLA_IMM_090_001,IMPC_IMM_090_001
RBRCLA_IMM_091_001,IMPC_IMM_091_001
RBRCLA_IMM_092_001,IMPC_IMM_092_001
RBRCLA_IMM_093_001,IMPC_IMM_093_001
RBRCLA_IMM_094_001,IMPC_IMM_094_001
RBRCLA_IMM_095_001,IMPC_IMM_095_001
RBRCLA_IMM_096_001,IMPC_IMM_096_001
RBRCLA_IMM_097_001,IMPC_IMM_097_001
RBRCLA_IMM_098_001,IMPC_IMM_098_001
RBRCLA_IMM_099_001,IMPC_IMM_099_001
RBRCLA_IMM_100_001,IMPC_IMM_100_001
RBRCLA_IMM_101_001,IMPC_IMM_101_001
RBRCLA_IMM_102_001,IMPC_IMM_102_001
RBRCLA_IMM_103_001,IMPC_IMM_103_001
RBRCLA_IMM_104_001,IMPC_IMM_104_001
RBRCLA_IMM_105_001,IMPC_IMM_105_001
RBRCLA_IMM_106_001,IMPC_IMM_106_001
RBRCLA_IMM_107_001,IMPC_IMM_107_001
RBRCLA_IMM_108_001,IMPC_IMM_108_001
RBRCLA_IMM_109_001,IMPC_IMM_109_001
RBRCLA_IMM_110_001,IMPC_IMM_110_001
RBRCLA_IMM_111_001,IMPC_IMM_111_001
RBRCLA_IMM_112_001,IMPC_IMM_112_001
RBRCLA_IMM_113_001,IMPC_IMM_113_001
RBRCLA_IMM_114_001,IMPC_IMM_114_001
RBRCLA_IMM_115_001,IMPC_IMM_115_001
UCDLA_BWT_001_001,IMPC_BWT_001_001
UCDLA_BWT_002_001,IMPC_BWT_002_001
UCDLA_BWT_003_001,IMPC_BWT_003_001
UCDLA_BWT_004_001,IMPC_BWT_004_001
UCDLA_BWT_005_001,IMPC_BWT_005_001
UCDLA_BWT_006_001,IMPC_BWT_006_001
UCDLA_BWT_007_001,IMPC_BWT_007_001
UCDLA_BWT_008_001,IMPC_BWT_008_001
UCDLA_GRS_001_001,IMPC_GRS_001_001
UCDLA_GRS_002_001,IMPC_GRS_002_001
UCDLA_GRS_003_001,IMPC_GRS_003_001
UCDLA_GRS_004_001,IMPC_GRS_004_001
UCDLA_GRS_005_001,IMPC_GRS_005_001
UCDLA_GRS_006_001,IMPC_GRS_006_001
UCDLA_GRS_007_001,IMPC_GRS_007_001
UCDLA_GRS_008_001,IMPC_GRS_008_001
UCDLA_GRS_009_001,IMPC_GRS_009_001
UCDLA_GRS_010_001,IMPC_GRS_010_001
UCDLA_GRS_011_001,IMPC_GRS_011_001
UCDLA_GRS_012_001,IMPC_GRS_012_001
UCDLA_GRS_013_001,IMPC_GRS_013_001
UCDLA_GRS_014_001,IMPC_GRS_014_001
UCDLA_IPG_001_001,IMPC_IPG_001_001
UCDLA_IPG_002_001,IMPC_IPG_002_001
UCDLA_IPG_003_001,IMPC_IPG_003_001
UCDLA_IPG_004_001,IMPC_IPG_004_001
UCDLA_IPG_005_001,IMPC_IPG_005_001
UCDLA_IPG_006_001,IMPC_IPG_006_001
UCDLA_IPG_007_001,IMPC_IPG_007_001
UCDLA_IPG_008_001,IMPC_IPG_008_001
UCDLA_IPG_009_001,IMPC_IPG_009_001
UCDLA_IPG_010_001,IMPC_IPG_010_001
UCDLA_IPG_011_001,IMPC_IPG_011_001
UCDLA_IPG_012_001,IMPC_IPG_012_001
UCDLA_XRY_001_001,IMPC_XRY_001_001
UCDLA_XRY_002_001,IMPC_XRY_002_001
UCDLA_XRY_003_001,IMPC_XRY_003_001
UCDLA_XRY_004_001,IMPC_XRY_004_001
UCDLA_XRY_005_001,IMPC_XRY_005_001
UCDLA_XRY_006_001,IMPC_XRY_006_001
UCDLA_XRY_007_001,IMPC_XRY_007_001
UCDLA_XRY_008_001,IMPC_XRY_008_001
UCDLA_XRY_009_001,IMPC_XRY_009_001
UCDLA_XRY_010_001,IMPC_XRY_010_001
UCDLA_XRY_011_001,IMPC_XRY_011_001
UCDLA_XRY_012_001,IMPC_XRY_012_001
UCDLA_XRY_013_001,IMPC_XRY_013_001
UCDLA_XRY_014_001,IMPC_XRY_014_001
UCDLA_XRY_015_001,IMPC_XRY_015_001
UCDLA_XRY_016_001,IMPC_XRY_016_001
UCDLA_XRY_017_001,IMPC_XRY_017_001
UCDLA_XRY_018_001,IMPC_XRY_018_001
UCDLA_XRY_019_001,IMPC_XRY_019_001
UCDLA_XRY_020_001,IMPC_XRY_020_001
UCDLA_XRY_021_001,IMPC_XRY_021_001
UCDLA_XRY_022_001,IMPC_XRY_022_001
UCDLA_XRY_023_001,IMPC_XRY_023_001
UCDLA_XRY_024_001,IMPC_XRY_024_001
UCDLA_XRY_025_001,IMPC_XRY_025_001
UCDLA_XRY_026_001,IMPC_XRY_026_001
UCDLA_XRY_027_001,IMPC_XRY_027_001
UCDLA_XRY_028_001,IMPC_XRY_028_001
UCDLA_XRY_029_001,IMPC_XRY_029_001
UCDLA_XRY_030_001,IMPC_XRY_030_001
UCDLA_XRY_031_001,IMPC_XRY_031_001
UCDLA_XRY_032_001,IMPC_XRY_032_001
UCDLA_XRY_033_001,IMPC_XRY_033_001
UCDLA_XRY_034_001,IMPC_XRY_034_001
UCDLA_XRY_035_001,IMPC_XRY_035_001
UCDLA_XRY_036_001,IMPC_XRY_036_001
UCDLA_XRY_037_001,IMPC_XRY_037_001
UCDLA_XRY_038_001,IMPC_XRY_038_001
UCDLA_XRY_039_001,IMPC_XRY_039_001
UCDLA_XRY_040_001,IMPC_XRY_040_001
UCDLA_XRY_041_001,IMPC_XRY_041_001
UCDLA_XRY_042_001,IMPC_XRY_042_001
UCDLA_XRY_043_001,IMPC_XRY_043_001
UCDLA_XRY_044_001,IMPC_XRY_044_001
UCDLA_XRY_045_001,IMPC_XRY_045_001
UCDLA_XRY_046_001,IMPC_XRY_046_001
UCDLA_XRY_047_001,IMPC_XRY_047_001
UCDLA_XRY_048_001,IMPC_XRY_048_001
UCDLA_XRY_049_001,IMPC_XRY_049_001
UCDLA_XRY_050_001,IMPC_XRY_050_001
UCDLA_XRY_051_001,IMPC_XRY_051_001
UCDLA_XRY_052_001,IMPC_XRY_052_001
UCDLA_XRY_053_001,IMPC_XRY_053_001
UCDLA_XRY_054_001,IMPC_XRY_054_001
UCDLA_XRY_055_001,IMPC_XRY_055_001
UCDLA_XRY_056_001,IMPC_XRY_056_001
UCDLA_XRY_057_001,IMPC_XRY_057_001
UCDLA_XRY_058_001,IMPC_XRY_058_001
UCDLA_XRY_059_001,IMPC_XRY_059_001
UCDLA_XRY_060_001,IMPC_XRY_060_001
UCDLA_XRY_061_001,IMPC_XRY_061_001
UCDLA_XRY_062_001,IMPC_XRY_062_001
UCDLA_XRY_063_001,IMPC_XRY_063_001
UCDLA_XRY_064_001,IMPC_XRY_064_001
UCDLA_XRY_065_001,IMPC_XRY_065_001
UCDLA_XRY_066_001,IMPC_XRY_066_001
UCDLA_XRY_067_001,IMPC_XRY_067_001
UCDLA_XRY_068_001,IMPC_XRY_068_001
UCDLA_XRY_069_001,IMPC_XRY_069_001
UCDLA_XRY_070_001,IMPC_XRY_070_001
UCDLA_XRY_071_001,IMPC_XRY_071_001
UCDLA_XRY_072_001,IMPC_XRY_072_001
UCDLA_XRY_073_001,IMPC_XRY_073_001
UCDLA_XRY_074_001,IMPC_XRY_074_001
UCDLA_DXA_001_001,IMPC_DXA_001_001
UCDLA_DXA_002_001,IMPC_DXA_002_001
UCDLA_DXA_003_001,IMPC_DXA_003_001
UCDLA_DXA_004_001,IMPC_DXA_004_001
UCDLA_DXA_005_001,IMPC_DXA_005_001
UCDLA_DXA_006_001,IMPC_DXA_006_001
UCDLA_DXA_007_001,IMPC_DXA_007_001
UCDLA_DXA_008_001,IMPC_DXA_008_001
UCDLA_DXA_009_001,IMPC_DXA_009_001
UCDLA_DXA_010_001,IMPC_DXA_010_001
UCDLA_DXA_011_001,IMPC_DXA_011_001
UCDLA_DXA_012_001,IMPC_DXA_012_001
UCDLA_DXA_013_001,IMPC_DXA_013_001
UCDLA_DXA_014_001,IMPC_DXA_014_001
UCDLA_DXA_015_001,IMPC_DXA_015_001
UCDLA_DXA_016_001,IMPC_DXA_016_001
UCDLA_DXA_017_001,IMPC_DXA_017_001
UCDLA_DXA_018_001,IMPC_DXA_018_001
UCDLA_IMM_001_001,IMPC_IMM_001_001
UCDLA_IMM_002_001,IMPC_IMM_002_001
UCDLA_IMM_003_001,IMPC_IMM_003_001
UCDLA_IMM_004_001,IMPC_IMM_004_001
UCDLA_IMM_005_001,IMPC_IMM_005_001
UCDLA_IMM_006_001,IMPC_IMM_006_001
UCDLA_IMM_007_001,IMPC_IMM_007_001
UCDLA_IMM_008_001,IMPC_IMM_008_001
UCDLA_IMM_009_001,IMPC_IMM_009_001
UCDLA_IMM_010_001,IMPC_IMM_010_001
UCDLA_IMM_011_001,IMPC_IMM_011_001
UCDLA_IMM_012_001,IMPC_IMM_012_001
UCDLA_IMM_013_001,IMPC_IMM_013_001
UCDLA_IMM_014_001,IMPC_IMM_014_001
UCDLA_IMM_015_001,IMPC_IMM_015_001
UCDLA_IMM_016_001,IMPC_IMM_016_001
UCDLA_IMM_017_001,IMPC_IMM_017_001
UCDLA_IMM_018_001,IMPC_IMM_018_001
UCDLA_IMM_019_001,IMPC_IMM_019_001
UCDLA_IMM_020_001,IMPC_IMM_020_001
UCDLA_IMM_021_001,IMPC_IMM_021_001
UCDLA_IMM_022_001,IMPC_IMM_022_001
UCDLA_IMM_023_001,IMPC_IMM_023_001
UCDLA_IMM_024_001,IMPC_IMM_024_001
UCDLA_IMM_025_001,IMPC_IMM_025_001
UCDLA_IMM_026_001,IMPC_IMM_026_001
UCDLA_IMM_027_001,IMPC_IMM_027_001
UCDLA_IMM_028_001,IMPC_IMM_028_001
UCDLA_IMM_029_001,IMPC_IMM_029_001
UCDLA_IMM_030_001,IMPC_IMM_030_001
UCDLA_IMM_031_001,IMPC_IMM_031_001
UCDLA_IMM_032_001,IMPC_IMM_032_001
UCDLA_IMM_033_001,IMPC_IMM_033_001
UCDLA_IMM_034_001,IMPC_IMM_034_001
UCDLA_IMM_035_001,IMPC_IMM_035_001
UCDLA_IMM_036_001,IMPC_IMM_036_001
UCDLA_IMM_037_001,IMPC_IMM_037_001
UCDLA_IMM_038_001,IMPC_IMM_038_001
UCDLA_IMM_039_001,IMPC_IMM_039_001
UCDLA_IMM_040_001,IMPC_IMM_040_001
UCDLA_IMM_041_001,IMPC_IMM_041_001
UCDLA_IMM_042_001,IMPC_IMM_042_001
UCDLA_IMM_043_001,IMPC_IMM_043_001
UCDLA_IMM_044_001,IMPC_IMM_044_001
UCDLA_IMM_045_001,IMPC_IMM_045_001
UCDLA_IMM_046_001,IMPC_IMM_046_001
UCDLA_IMM_047_001,IMPC_IMM_047_001
UCDLA_IMM_048_001,IMPC_IMM_048_001
UCDLA_IMM_049_001,IMPC_IMM_049_001
UCDLA_IMM_050_001,IMPC_IMM_050_001
UCDLA_IMM_051_001,IMPC_IMM_051_001
UCDLA_IMM_052_001,IMPC_IMM_052_001
UCDLA_IMM_053_001,IMPC_IMM_053_001
UCDLA_IMM_054_001,IMPC_IMM_054_001
UCDLA_IMM_055_001,IMPC_IMM_055_001
UCDLA_IMM_056_001,IMPC_IMM_056_001
UCDLA_IMM_057_001,IMPC_IMM_057_001
UCDLA_IMM_058_001,IMPC_IMM_058_001
UCDLA_IMM_059_001,IMPC_IMM_059_001
UCDLA_IMM_060_001,IMPC_IMM_060_001
UCDLA_IMM_061_001,IMPC_IMM_061_001
UCDLA_IMM_062_001,IMPC_IMM_062_001
UCDLA_IMM_063_001,IMPC_IMM_063_001
UCDLA_IMM_064_001,IMPC_IMM_064_001
UCDLA_IMM_065_001,IMPC_IMM_065_001
UCDLA_IMM_066_001,IMPC_IMM_066_001
UCDLA_IMM_067_001,IMPC_IMM_067_001
UCDLA_IMM_068_001,IMPC_IMM_068_001
UCDLA_IMM_069_001,IMPC_IMM_069_001
UCDLA_IMM_070_001,IMPC_IMM_070_001
UCDLA_IMM_071_001,IMPC_IMM_071_001
UCDLA_IMM_072_001,IMPC_IMM_072_001
UCDLA_IMM_073_001,IMPC_IMM_073_001
UCDLA_IMM_074_001,IMPC_IMM_074_001
UCDLA_IMM_075_001,IMPC_IMM_075_001
UCDLA_IMM_076_001,IMPC_IMM_076_001
UCDLA_IMM_077_001,IMPC_IMM_077_001
UCDLA_IMM_078_001,IMPC_IMM_078_001
UCDLA_IMM_079_001,IMPC_IMM_079_001
UCDLA_IMM_080_001,IMPC_IMM_080_001
UCDLA_IMM_081_001,IMPC_IMM_081_001
UCDLA_IMM_082_001,IMPC_IMM_082_001
UCDLA_IMM_083_001,IMPC_IMM_083_001
UCDLA_IMM_084_001,IMPC_IMM_084_001
UCDLA_IMM_085_001,IMPC_IMM_085_001
UCDLA_IMM_086_001,IMPC_IMM_086_001
UCDLA_IMM_087_001,IMPC_IMM_087_001
UCDLA_IMM_088_001,IMPC_IMM_088_001
UCDLA_IMM_089_001,IMPC_IMM_089_001
UCDLA_IMM_090_001,IMPC_IMM_090_001
UCDLA_IMM_091_001,IMPC_IMM_091_001
UCDLA_IMM_092_001,IMPC_IMM_092_001
UCDLA_IMM_093_001,IMPC_IMM_093_001
UCDLA_IMM_094_001,IMPC_IMM_094_001
UCDLA_IMM_095_001,IMPC_IMM_095_001
UCDLA_IMM_096_001,IMPC_IMM_096_001
UCDLA_IMM_097_001,IMPC_IMM_097_001
UCDLA_IMM_098_001,IMPC_IMM_098_001
UCDLA_IMM_099_001,IMPC_IMM_099_001
UCDLA_IMM_100_001,IMPC_IMM_100_001
UCDLA_IMM_101_001,IMPC_IMM_101_001
UCDLA_IMM_102_001,IMPC_IMM_102_001
UCDLA_IMM_103_001,IMPC_IMM_103_001
UCDLA_IMM_104_001,IMPC_IMM_104_001
UCDLA_IMM_105_001,IMPC_IMM_105_001
UCDLA_IMM_106_001,IMPC_IMM_106_001
UCDLA_IMM_107_001,IMPC_IMM_107_001
UCDLA_IMM_108_001,IMPC_IMM_108_001
UCDLA_IMM_109_001,IMPC_IMM_109_001
UCDLA_IMM_110_001,IMPC_IMM_110_001
UCDLA_IMM_111_001,IMPC_IMM_111_001
UCDLA_IMM_112_001,IMPC_IMM_112_001
UCDLA_IMM_113_001,IMPC_IMM_113_001
UCDLA_IMM_114_001,IMPC_IMM_114_001
UCDLA_IMM_115_001,IMPC_IMM_115_001
TCPLA_BWT_001_001,IMPC_BWT_001_001
TCPLA_BWT_002_001,IMPC_BWT_002_001
TCPLA_BWT_003_001,IMPC_BWT_003_001
TCPLA_BWT_004_001,IMPC_BWT_004_001
TCPLA_BWT_005_001,IMPC_BWT_005_001
TCPLA_BWT_006_001,IMPC_BWT_006_001
TCPLA_BWT_007_001,IMPC_BWT_007_001
TCPLA_BWT_008_001,IMPC_BWT_008_001
TCPLA_GRS_001_001,IMPC_GRS_001_001
TCPLA_GRS_002_001,IMPC_GRS_002_001
TCPLA_GRS_003_001,IMPC_GRS_003_001
TCPLA_GRS_004_001,IMPC_GRS_004_001
TCPLA_GRS_005_001,IMPC_GRS_005_001
TCPLA_GRS_006_001,IMPC_GRS_006_001
TCPLA_GRS_007_001,IMPC_GRS_007_001
TCPLA_GRS_008_001,IMPC_GRS_008_001
TCPLA_GRS_009_001,IMPC_GRS_009_001
TCPLA_GRS_010_001,IMPC_GRS_010_001
TCPLA_GRS_011_001,IMPC_GRS_011_001
TCPLA_GRS_012_001,IMPC_GRS_012_001
TCPLA_GRS_013_001,IMPC_GRS_013_001
TCPLA_GRS_014_001,IMPC_GRS_014_001
TCPLA_IPG_001_001,IMPC_IPG_001_001
TCPLA_IPG_002_001,IMPC_IPG_002_001
TCPLA_IPG_003_001,IMPC_IPG_003_001
TCPLA_IPG_004_001,IMPC_IPG_004_001
TCPLA_IPG_005_001,IMPC_IPG_005_001
TCPLA_IPG_006_001,IMPC_IPG_006_001
TCPLA_IPG_007_001,IMPC_IPG_007_001
TCPLA_IPG_008_001,IMPC_IPG_008_001
TCPLA_IPG_009_001,IMPC_IPG_009_001
TCPLA_IPG_010_001,IMPC_IPG_010_001
TCPLA_IPG_011_001,IMPC_IPG_011_001
TCPLA_IPG_012_001,IMPC_IPG_012_001
TCPLA_XRY_001_001,IMPC_XRY_001_001
TCPLA_XRY_002_001,IMPC_XRY_002_001
TCPLA_XRY_003_001,IMPC_XRY_003_001
TCPLA_XRY_004_001,IMPC_XRY_004_001
TCPLA_XRY_005_001,IMPC_XRY_005_001
TCPLA_XRY_006_001,IMPC_XRY_006_001
TCPLA_XRY_007_001,IMPC_XRY_007_001
TCPLA_XRY_008_001,IMPC_XRY_008_001
TCPLA_XRY_009_001,IMPC_XRY_009_001
TCPLA_XRY_010_001,IMPC_XRY_010_001
TCPLA_XRY_011_001,IMPC_XRY_011_001
TCPLA_XRY_012_001,IMPC_XRY_012_001
TCPLA_XRY_013_001,IMPC_XRY_013_001
TCPLA_XRY_014_001,IMPC_XRY_014_001
TCPLA_XRY_015_001,IMPC_XRY_015_001
TCPLA_XRY_016_001,IMPC_XRY_016_001
TCPLA_XRY_017_001,IMPC_XRY_017_001
TCPLA_XRY_018_001,IMPC_XRY_018_001
TCPLA_XRY_019_001,IMPC_XRY_019_001
